m_name	n_HBD	fraction_CSP3	n_non_strict_rotable_bonds	n_aromatic_carbocycles	n_hetero_cycles	n_O	n_aliphatic_rings	m_logp	n_amide_bonds	n_rings	is_cns_molecule
PHENOPERIDINE	1	0.43478260869565216	8	2	1	4	1	3.7070000000000025	0	3	1
PHENDIMETRAZINE	0	0.5	1	1	1	2	1	2.0782	0	2	1
ETHACRYNIC_ACID	1	0.2307692307692308	6	1	0	4	0	3.6057000000000015	0	1	0
ROSOXACIN	1	0.1176470588235294	3	1	2	5	0	2.781600000000002	0	3	0
NEMONAPRIDE	2	0.3809523809523809	7	2	1	5	1	3.783100000000002	1	3	1
HYDROCODONE	0	0.6111111111111112	1	1	2	4	4	1.9333	0	5	1
BENZHEXOL	1	0.7	5	1	1	2	2	4.330500000000004	0	3	1
FORMOTEROL	4	0.3157894736842105	9	2	0	6	0	2.2233	1	2	0
TADALAFIL	1	0.2727272727272727	1	2	4	7	3	2.2113	2	6	0
MELPHALAN	2	0.4615384615384616	8	1	0	4	0	1.925	0	1	0
ETIDRONATE_DISODIUM	5	1.0	2	0	0	7	0	-0.9922000000000002	0	0	0
ADEFOVIR_DIPIVOXIL	1	0.65	15	0	2	13	0	2.702500000000001	0	2	0
DELAVIRDINE_MESYLATE	3	0.3636363636363637	7	1	3	9	1	2.7171000000000003	1	4	0
DIHYDROTACHYSTEROL	1	0.7857142857142857	5	0	0	1	3	7.720900000000008	0	3	0
RIFAMPIN	6	0.5348837209302325	5	2	4	16	4	4.3354200000000045	1	6	0
BUDESONIDE	2	0.76	4	0	1	6	5	2.716800000000001	0	5	0
MORICIZINE_HYDROCHLORIDE	1	0.3636363636363637	8	2	2	7	2	4.106600000000003	2	4	0
FLUOXETINE	1	0.29411764705882354	7	2	0	2	0	4.435000000000003	0	2	1
CEFTIBUTEN_DIHYDRATE	4	0.26666666666666666	7	0	3	10	2	-0.048199999999999854	2	3	0
EPHEDRINE	2	0.4	3	1	0	2	0	1.3279	0	1	1
PROGLUMETACIN	1	0.4565217391304348	26	3	2	13	1	6.164220000000006	2	5	0
OLMESARTAN_MEDOXOMIL	3	0.2916666666666667	8	2	2	9	0	3.6566000000000014	0	4	0
CAPECITABINE	3	0.6666666666666666	8	0	2	9	1	0.7602	1	2	0
TROFOSFAMIDE	0	1.0	7	0	1	4	1	2.8352000000000013	0	1	0
METHYLTESTOSTERONE	1	0.85	0	0	0	2	4	4.269300000000004	0	4	0
METHYCLOTHIAZIDE	2	0.3333333333333333	2	1	1	7	1	0.5983000000000003	0	2	0
SULFAMETHIZOLE	2	0.1111111111111111	3	1	1	6	0	1.2295199999999995	0	2	0
NAFCILLIN_SODIUM	2	0.3809523809523809	6	2	2	7	2	2.9401	2	4	0
ACENOCOUMAROL	1	0.15789473684210525	5	2	1	7	0	3.5178000000000016	0	3	0
FLAVOXATE	0	0.3333333333333333	6	2	2	5	1	4.411120000000004	0	4	0
ARBIDOL	1	0.3181818181818182	8	2	1	5	0	5.177000000000005	0	3	0
DIAZEPAM	0	0.125	1	2	1	3	1	3.1538000000000017	1	3	1
DUTASTERIDE	2	0.6296296296296297	5	1	1	4	4	6.576100000000006	2	5	0
DOXAZOSIN_MESYLATE	1	0.3478260869565217	5	2	3	10	2	1.7177999999999995	1	5	0
AMBROXOL	3	0.5384615384615384	3	1	0	3	1	3.1869000000000014	0	2	0
RISPERIDONE	0	0.5217391304347826	4	1	4	6	2	3.5904200000000026	0	5	1
TAMSULOSIN_HYDROCHLORIDE	2	0.4	11	2	0	7	0	2.3409	0	2	0
METHYLPREDNISOLONE	3	0.7272727272727273	2	0	0	5	4	1.8036000000000003	0	4	1
DELORAZEPAM	1	0.06666666666666668	1	2	1	3	1	3.7829000000000015	1	3	1
BUTOBARBITONE	2	0.7	3	0	1	5	1	0.7948999999999998	4	1	1
ISOCARBOXAZID	2	0.16666666666666666	5	1	1	5	0	1.41762	1	2	1
DOFETILIDE	2	0.3684210526315789	11	2	0	8	0	1.9829	0	2	0
PHENAZOPYRIDINE	2	0.0	2	1	1	5	0	2.6613999999999995	0	2	0
TRICLOFOS_SODIUM	2	1.0	3	0	0	4	0	1.4658999999999998	0	0	0
OXYCODONE	1	0.6111111111111112	1	1	2	5	4	1.0481999999999998	0	5	1
NIZOFENONE	0	0.2380952380952381	8	2	1	7	0	4.506700000000005	0	3	1
AMOXICILLIN	4	0.4375	5	1	2	8	2	0.023700000000000443	2	3	0
BENDROFLUMETHIAZIDE	3	0.2	4	2	1	7	1	1.6254	0	3	0
SIMVASTATIN	1	0.76	7	0	1	5	3	4.585600000000005	0	3	0
RIFAPENTINE	6	0.5744680851063829	6	2	4	16	5	5.648220000000008	1	7	0
VANCOMYCIN_HYDROCHLORIDE	18	0.4328358208955224	14	5	7	32	7	1.1968000000000056	6	12	0
NORETHINDRONE	1	0.75	0	0	0	2	4	3.4925000000000024	0	4	0
PHENACEMIDE	2	0.1111111111111111	4	1	0	4	0	0.4240000000000001	3	1	1
MEPYRAMINE	0	0.35294117647058826	7	1	1	4	0	2.6584000000000003	0	2	1
CICLETANINE	1	0.21428571428571427	1	1	2	3	1	3.3686200000000017	0	3	0
PROBENECID	1	0.4615384615384616	7	1	0	5	0	2.1955	0	1	0
TRANYLCYPROMINE	1	0.3333333333333333	1	1	0	1	1	1.5012	0	2	1
ROSUVASTATIN	3	0.4090909090909091	10	1	1	9	0	2.401700000000001	0	2	0
CHLORDIAZEPOXIDE	1	0.125	2	2	1	4	1	2.950700000000001	0	3	1
TETRACYCLINE_HYDROCHLORIDE	6	0.4090909090909091	2	1	0	10	3	-0.2143999999999982	1	4	0
TOCAINIDE_HYDROCHLORIDE	2	0.3636363636363637	3	1	0	3	0	1.5891399999999998	1	1	0
SULTHIAME	1	0.4	2	1	1	6	1	0.2640000000000001	0	2	1
LEFLUNOMIDE	1	0.16666666666666666	4	1	1	4	0	3.2541200000000012	1	2	0
CARBAMAZEPINE	1	0.0	1	2	1	3	1	3.3872000000000018	2	3	1
FELBAMATE	2	0.2727272727272727	7	1	0	6	0	0.9608000000000004	2	1	1
CHLORZOXAZONE	1	0.0	0	1	1	3	0	1.7744999999999995	0	2	1
AMINOCAPROIC_ACID	2	0.8333333333333334	5	0	0	3	0	0.5901000000000001	0	0	0
DESIPRAMINE	1	0.3333333333333333	4	2	1	2	1	3.5328000000000026	0	3	1
TIOPRONIN	3	0.6	4	0	0	4	0	-0.4945000000000005	1	0	0
PIMOZIDE	1	0.32142857142857145	7	3	2	4	1	5.8570000000000055	0	5	1
CEFETAMET	3	0.35714285714285715	6	0	3	10	2	-0.16569999999999918	2	3	0
MYCOPHENOLATE_MOFETIL	1	0.5652173913043478	10	1	2	8	2	2.524020000000001	0	3	0
BEZAFIBRATE	2	0.2631578947368421	8	2	0	5	0	3.5545000000000013	1	2	0
TETRAZEPAM	1	0.4375	1	1	1	3	2	3.4475000000000025	1	3	1
DIHYDROCODEINE	1	0.6666666666666666	1	1	2	4	4	1.7251	0	5	1
BEXAROTENE	1	0.375	3	2	0	2	1	6.103720000000006	0	3	0
FAMOTIDINE	5	0.375	8	0	1	9	0	-0.5583299999999984	0	1	0
FRAMYCETIN	13	1.0	9	0	3	19	4	-8.895300000000018	0	4	0
ETILEFRINE	3	0.4	4	1	0	3	0	1.0351	0	1	0
PYRVINIUM	0	0.19230769230769232	4	2	2	3	0	5.308240000000006	0	4	0
PRAVASTATIN_SODIUM	4	0.7391304347826086	11	0	0	7	2	2.4404000000000003	0	2	0
SIROLIMUS	3	0.7450980392156863	6	0	3	14	4	6.180600000000008	1	4	0
MEBEVERINE	0	0.48	14	2	0	6	0	4.6025000000000045	0	2	0
QUINALBARBITONE	2	0.5833333333333334	5	0	1	5	1	1.3510999999999995	4	1	1
ETHYLESTRENOL	1	0.9	1	0	0	1	4	5.0903000000000045	0	4	0
PIRMENOL	1	0.5	6	1	2	3	1	4.360600000000004	0	3	0
IOPANOIC_ACID	2	0.3636363636363637	4	1	0	3	0	3.7359000000000018	0	1	0
MEGESTROL_ACETATE	1	0.7272727272727273	1	0	0	3	4	4.004500000000003	0	4	0
PIPOBROMAN	0	0.8	6	0	1	4	1	1.2272	2	1	0
CARBIMAZOLE	0	0.42857142857142855	3	0	1	4	0	1.56069	0	1	0
MILTEFOSINE	1	1.0	20	0	0	5	0	6.307500000000008	0	0	0
MESUXIMIDE	0	0.3333333333333333	1	1	1	3	1	1.3329999999999995	2	2	1
PROPRANOLOL	2	0.375	6	2	0	3	0	2.577500000000001	0	2	1
INDIGOTINDISULFONATE	4	0.0	2	2	2	10	2	1.3082	0	4	0
PROCARBAZINE_HYDROCHLORIDE	3	0.4166666666666667	6	1	0	4	0	1.0487999999999995	1	1	0
PRIMAQUINE_PHOSPHATE	2	0.4	6	1	1	4	0	2.782700000000001	0	2	0
RESCINNAMINE	1	0.4857142857142857	11	2	3	11	3	4.570700000000004	0	6	0
TRAPIDIL	0	0.5	3	0	2	5	0	1.2789199999999998	0	2	0
MORNIFLUMATE	1	0.3684210526315789	8	1	2	6	1	3.333000000000001	0	3	0
SULFINPYRAZONE	0	0.13043478260869565	6	3	1	5	1	3.7955000000000023	2	4	0
NIFLUMIC	2	0.07692307692307693	4	1	1	4	0	3.542200000000001	0	2	0
TACRINE	1	0.3076923076923077	0	1	1	2	1	2.6958	0	3	1
DEXTROPROPOXYPHENE	0	0.4090909090909091	9	2	0	3	0	4.2755000000000045	0	2	1
BROTIZOLAM	0	0.13333333333333333	1	1	3	4	1	4.4041200000000025	0	4	1
BENZBROMARONE	1	0.1176470588235294	3	2	1	3	0	5.456800000000002	0	3	0
QUINAGOLIDE	2	0.7	7	1	1	6	2	2.1361	0	3	1
MAPROTILINE	1	0.4	4	2	0	1	3	4.211400000000004	0	5	1
AMPICILLIN	3	0.4375	5	1	2	7	2	0.3181000000000002	2	3	0
IFENPRODIL	2	0.42857142857142855	5	2	1	3	1	3.7688000000000015	0	3	1
NIMODIPINE	1	0.42857142857142855	10	1	1	9	1	2.970800000000001	0	2	1
PRIMIDONE	2	0.3333333333333333	2	1	1	4	1	0.5378999999999994	2	2	1
CEPHRADINE	3	0.4375	5	0	2	7	3	0.3486000000000002	2	3	0
FENOPROFEN_CALCIUM	1	0.13333333333333333	4	2	0	3	0	3.6670000000000016	0	2	0
ZUCLOPENTHIXOL	1	0.3636363636363637	5	2	2	3	2	4.236300000000004	0	4	1
PROQUAZONE	0	0.2222222222222222	2	2	1	3	0	3.9528200000000018	0	3	0
GLIQUIDONE	2	0.4444444444444444	9	2	1	9	2	3.5185000000000017	4	4	0
PARAMETHASONE_ACETATE	3	0.7272727272727273	2	0	0	5	4	1.7515999999999998	0	4	0
TOLAZAMIDE	2	0.5	5	1	1	6	1	1.7739200000000002	2	2	0
ENOXIMONE	2	0.16666666666666666	3	1	1	4	0	1.96432	0	2	0
MEDAZEPAM	0	0.1875	1	2	1	2	1	3.627200000000002	0	3	1
CYCLACILLIN	3	0.8	4	0	2	7	3	0.2797000000000011	2	3	0
ACETYLDIGITOXIN	4	0.9069767441860463	9	0	4	14	8	3.818100000000003	0	8	0
LEVORPHANOL	1	0.6470588235294118	0	1	1	2	3	3.0804000000000022	0	4	1
DISULFIRAM	0	0.8	9	0	0	2	0	3.6212000000000018	0	0	0
SERTRALINE	1	0.29411764705882354	2	2	0	1	1	5.179600000000003	0	3	1
MENATETRENONE	0	0.41935483870967744	11	1	0	2	1	8.917900000000003	0	2	0
GLUTAMIC_ACID	3	0.6	4	0	0	5	0	-0.7368999999999997	0	0	0
CHOLECALCIFEROL	1	0.7777777777777778	6	0	0	1	3	7.619000000000009	0	3	0
LEVALLORPHAN	1	0.5789473684210527	2	1	1	2	3	3.6366000000000014	0	4	1
CLOXACILLIN_SODIUM	2	0.3684210526315789	5	1	3	8	2	2.5487200000000003	2	4	0
BUPRENORPHINE	2	0.7931034482758621	5	1	2	5	7	4.413800000000005	0	8	1
IDEBENONE	1	0.6842105263157895	12	0	0	5	1	3.462300000000003	0	1	1
MIANSERIN	0	0.3333333333333333	0	2	2	2	2	3.0839000000000016	0	4	1
MIRTAZAPINE	0	0.35294117647058826	0	1	3	3	2	2.4789000000000003	0	4	1
EPLERENONE	0	0.7916666666666666	2	0	2	6	6	3.1245000000000016	0	6	0
MITOLACTOL	4	1.0	5	0	0	4	0	-0.7802000000000002	0	0	0
IODOQUINOL	1	0.0	0	1	1	2	0	3.1496000000000013	0	2	0
CLONIXIN	2	0.07692307692307693	3	1	1	4	0	3.4852200000000013	0	2	0
GLYCOPYRROLATE	1	0.631578947368421	5	1	1	4	2	2.4563	0	3	0
METACLAZEPAM	0	0.2777777777777778	3	2	1	3	1	4.4047000000000045	0	3	1
OXYTETRACYCLINE	7	0.4090909090909091	2	1	0	11	3	-1.243599999999998	1	4	0
TRIMETHADIONE	0	0.6666666666666666	0	0	1	4	1	0.3736	2	1	1
ACETOHEXAMIDE	2	0.4666666666666667	6	1	0	6	1	2.2098000000000004	2	2	0
TRICHLORMETHIAZIDE	3	0.25	2	1	1	7	1	0.8210000000000011	0	2	0
TIANEPTINE	2	0.3809523809523809	8	2	1	6	1	4.192600000000001	0	3	1
CINOXACIN	1	0.25	2	1	2	7	1	0.8432999999999997	0	3	0
CALCITRIOL	3	0.7777777777777778	6	0	0	3	3	5.704700000000009	0	3	0
HYDROCHLOROTHIAZIDE	3	0.14285714285714285	1	1	1	7	1	-0.35129999999999945	0	2	0
BETAHISTINE	1	0.375	3	0	1	2	0	0.8434999999999999	0	1	1
ADEFOVIR	3	0.375	5	0	2	9	0	-0.4397000000000001	0	2	0
CLOTIAZEPAM	0	0.25	2	1	2	3	1	3.777700000000003	1	3	1
ZALEPLON	0	0.17647058823529413	4	1	2	6	0	2.6407800000000003	1	3	1
SELEGILINE	0	0.38461538461538464	4	1	0	1	0	2.1826	0	1	1
FLUPENTHIXOL	1	0.39130434782608703	6	2	2	3	2	4.6017000000000055	0	4	1
DYDROGESTERONE	0	0.7142857142857143	1	0	0	2	4	4.499500000000004	0	4	0
PROCAINAMIDE_HYDROCHLORIDE	2	0.4615384615384616	7	1	0	4	0	1.3403999999999996	1	1	0
JOSAMYCIN	3	0.8095238095238095	14	0	3	16	3	3.0134000000000065	0	3	0
DIPHENYLPYRALINE	0	0.3684210526315789	4	2	1	2	1	3.886800000000004	0	3	1
AMINEPTINE	2	0.4090909090909091	8	2	0	3	1	4.4993000000000025	0	3	1
GLIMEPIRIDE	3	0.5416666666666666	11	1	1	9	2	3.0740000000000016	5	3	0
TEGAFUR	1	0.5	1	0	2	5	1	-0.015300000000000038	0	2	0
CHLORPROPAMIDE	2	0.3	6	1	0	5	0	1.7379	2	1	0
PENTOBARBITAL	2	0.7272727272727273	4	0	1	5	1	1.1849999999999998	4	1	1
BALSALAZIDE	4	0.1176470588235294	8	2	0	9	0	2.7103	1	2	0
RIFAXIMIN	5	0.4418604651162791	3	2	4	14	2	6.157840000000008	1	6	0
TRIMETHOPRIM	2	0.2857142857142857	5	1	1	7	0	1.2575999999999998	0	2	0
OXPRENOLOL	2	0.4666666666666667	9	1	0	4	0	1.9891	0	1	1
TEMOZOLOMIDE	1	0.16666666666666666	1	0	2	8	0	-2.078099999999999	1	2	0
PEMOLINE	1	0.1111111111111111	1	1	1	4	1	0.5992000000000001	1	2	1
CAFFEINE	0	0.375	0	0	2	6	0	-1.0293	0	2	1
DOXYLAMINE	0	0.35294117647058826	6	1	1	3	0	2.923300000000001	0	2	1
NICERGOLINE	0	0.4166666666666667	5	1	3	6	2	3.9109000000000034	0	5	1
PHYTONADIONE	0	0.6129032258064516	14	1	0	2	1	9.157600000000002	0	2	0
APOMORPHINE	2	0.29411764705882354	0	2	1	3	2	2.8499000000000017	0	4	1
CHLORPROTHIXINE	0	0.2222222222222222	3	2	1	1	1	5.188000000000004	0	3	1
ETHOSUXIMIDE	1	0.7142857142857143	1	0	1	3	1	0.4492	2	1	1
PIRENZEPINE	1	0.3157894736842105	3	1	3	7	2	1.5593999999999992	2	4	0
CHLORAL_HYDRATE	2	1.0	1	0	0	2	0	0.6673000000000002	0	0	1
TROVAFLOXACIN	2	0.25	3	1	3	7	2	1.8945	0	5	0
CYPROHEPTADINE	0	0.2380952380952381	0	2	1	1	2	4.697900000000004	0	4	1
CHLORPHENIRAMINE	0	0.3125	5	1	1	2	0	3.8186000000000018	0	2	1
PIVMECILLINAM	0	0.8095238095238095	8	0	3	8	3	2.4116	1	3	0
CALUSTERONE	1	0.8571428571428571	0	0	0	2	4	4.515300000000005	0	4	0
FLUCYTOSINE	2	0.0	0	0	1	4	0	-0.5088000000000001	0	1	0
PROCYCLIDINE	1	0.6842105263157895	5	1	1	2	2	3.9404000000000043	0	3	1
METOCLOPRAMIDE	2	0.5	8	1	0	5	0	2.0024	1	1	1
OXACILLIN_SODIUM	2	0.3684210526315789	5	1	3	8	2	1.8953200000000001	2	4	0
GLUCOSAMINE	5	1.0	1	0	1	6	1	-3.2549999999999994	0	1	0
LOFEXIDINE	1	0.3636363636363637	3	1	1	3	1	2.7624000000000013	0	2	1
OLSALAZINE_SODIUM	4	0.0	4	2	0	8	0	2.9096	0	2	0
FORMESTANE	1	0.7894736842105263	0	0	0	3	4	3.973100000000003	0	4	0
FLUSPIRILENE	1	0.3448275862068966	7	3	2	4	2	5.305400000000005	1	5	1
BENFLUOREX	1	0.3157894736842105	9	2	0	3	0	4.083000000000003	0	2	0
MAZINDOL	1	0.1875	1	2	2	3	2	2.6092000000000017	0	4	1
MOEXIPRIL_HYDROCHLORIDE	2	0.4444444444444444	13	2	1	9	1	2.5843	1	3	0
BROMPHENIRAMINE	0	0.3125	5	1	1	2	0	3.9277000000000015	0	2	1
RIFABUTIN	5	0.5869565217391305	5	1	4	15	5	4.615720000000004	1	6	0
FINASTERIDE	2	0.8260869565217391	3	0	1	4	4	3.8145000000000016	2	4	0
BACAMPICILLIN_HYDROCHLORIDE	2	0.5238095238095238	11	1	2	10	2	1.2958000000000005	2	3	0
DRONABINOL	1	0.6190476190476191	4	1	1	2	2	5.735800000000006	0	3	0
BENZOCAINE	1	0.2222222222222222	3	1	0	3	0	1.4455	0	1	0
PIPOTHIAZINE	1	0.5	8	2	2	6	2	4.024100000000004	0	4	1
AZATHIOPRINE	1	0.1111111111111111	3	0	3	9	0	1.1457999999999997	0	3	0
FENQUIZONE	3	0.07142857142857142	2	2	1	6	1	1.8415	1	3	0
HYDROFLUMETHIAZIDE	3	0.25	2	1	1	7	1	0.0141000000000005	0	2	0
BEPRIDIL	0	0.5	10	2	1	3	1	4.830200000000005	0	3	0
REPAGLINIDE	2	0.4814814814814815	11	2	1	6	1	5.219900000000004	1	3	0
CLOTHIAPINE	0	0.2777777777777778	1	2	2	3	2	4.1303000000000045	0	4	1
METRONIDAZOLE	1	0.5	3	0	1	6	0	0.09201999999999994	0	1	0
TRIAZOLAM	0	0.1176470588235294	1	2	2	4	1	4.233520000000002	0	4	1
HYDRALAZINE_HYDROCHLORIDE	2	0.0	1	1	1	4	0	0.9153999999999998	0	2	0
PHENTERMINE	1	0.4	2	1	0	1	0	1.9664	0	1	1
FLUPHENAZINE	1	0.4545454545454545	7	2	2	4	2	4.308100000000005	0	4	1
TORSEMIDE	3	0.25	7	1	1	7	0	2.5299200000000006	2	2	0
THIACETAZONE	3	0.1	5	1	0	5	0	0.8120999999999998	1	1	0
NORTRIPTYLINE	1	0.2631578947368421	3	2	0	1	1	3.826400000000003	0	3	1
FURAZOLIDONE	0	0.25	3	0	2	8	1	0.9739	1	2	0
ENTACAPONE	2	0.2857142857142857	6	1	0	8	0	1.7813799999999995	1	1	1
FLOXACILLIN	2	0.3684210526315789	5	1	3	8	2	2.6878200000000003	2	4	0
BEFUNOLOL	2	0.4375	7	1	1	5	0	2.3731	0	2	0
NIMESULIDE	1	0.07692307692307693	5	2	0	7	0	2.7586000000000013	0	2	0
PROBUCOL	2	0.6129032258064516	8	2	0	2	0	9.908299999999997	0	2	0
SERTINDOLE	1	0.375	5	2	3	5	2	4.627600000000005	2	5	1
LOVASTATIN	1	0.75	7	0	1	5	3	4.1955000000000044	0	3	0
METHDILAZINE	0	0.3333333333333333	2	2	2	2	2	4.241000000000003	0	4	1
PARAMETHADIONE	0	0.7142857142857143	1	0	1	4	1	0.7637	2	1	1
MECLIZINE/MECLOZINE	0	0.28	5	3	1	2	1	5.5556200000000056	0	4	1
TICRYNAFEN	1	0.07692307692307693	5	1	1	4	0	3.7493000000000016	0	2	0
CITALOPRAM/ESCITALOPRAM	0	0.35	5	2	1	3	1	3.812980000000003	0	3	1
PIPEMIDIC	2	0.42857142857142855	3	0	3	8	1	-0.0807999999999991	0	3	0
ACETOHYDROXAMIC_ACID	2	0.5	1	0	0	3	0	-0.4882999999999999	1	0	0
PIZOTIFEN	0	0.3684210526315789	0	1	2	1	2	4.3742000000000045	0	4	1
ESTAZOLAM	0	0.0625	1	2	2	4	1	3.271700000000002	0	4	1
ISOXSUPRINE	3	0.3333333333333333	7	2	0	4	0	2.8712000000000013	0	2	0
FLUMEQUINE	1	0.2857142857142857	1	1	2	4	1	2.346	0	3	0
HYDROXYUREA	3	0.0	1	0	0	4	0	-0.9561000000000002	2	0	0
BITHIONOL	2	0.0	2	2	0	2	0	5.862600000000001	0	2	0
FLUNARIZINE	0	0.2307692307692308	6	3	1	2	1	5.3852000000000055	0	4	1
DROXIDOPA	5	0.2222222222222222	3	1	0	6	0	-0.4569000000000003	0	1	1
CEFIXIME	4	0.25	9	0	3	12	2	-0.5447999999999993	2	3	0
PIRITREXIM	2	0.2352941176470588	4	1	2	7	0	2.10562	0	3	0
LEVODOPA	4	0.2222222222222222	3	1	0	5	0	0.052199999999999684	0	1	1
ADINAZOLAM	0	0.21052631578947367	3	2	2	5	1	3.3333000000000017	0	4	1
CYCLOBENZAPRINE	0	0.2	3	2	0	1	1	4.553800000000004	0	3	1
ACEMETACIN	1	0.19047619047619047	8	2	1	7	0	3.4705200000000014	0	3	0
TRIFLUOPERAZINE	0	0.42857142857142855	5	2	2	3	2	4.945600000000004	0	4	1
TIAPROFENIC	1	0.14285714285714285	4	1	1	3	0	3.167200000000001	0	2	0
CHLOROTHIAZIDE	2	0.0	1	1	1	7	1	-0.0608999999999999	0	2	0
CHLORPROMAZINE	0	0.29411764705882354	4	2	1	2	1	4.8944000000000045	0	3	1
INDINAVIR_SULFATE	4	0.4722222222222222	14	2	2	9	2	2.866900000000002	2	5	0
BETA-CAROTENE	0	0.45	10	0	0	0	2	12.605799999999974	0	2	0
ALMITRINE	2	0.2692307692307692	10	2	2	7	1	4.257200000000003	0	4	0
ZOTEPINE	0	0.2222222222222222	4	2	1	2	1	4.880900000000003	0	3	1
PENICILLIN_V	2	0.4375	6	1	2	7	2	0.6970999999999998	2	3	0
DIAZOXIDE	1	0.125	0	1	1	4	1	1.6818	0	2	0
FENBUFEN	1	0.125	5	2	0	3	0	3.4011000000000022	0	2	0
CLOZAPINE	1	0.2777777777777778	1	2	2	4	2	3.7227000000000015	0	4	1
TENOFOVIR	3	0.4444444444444444	5	0	2	9	0	-0.051200000000000134	0	2	0
LYSURIDE	2	0.45	5	1	2	5	2	2.841400000000001	2	4	1
PYRANTEL	0	0.3636363636363637	2	0	2	2	1	2.4953000000000003	0	2	0
BUTALBITAL	2	0.5454545454545454	4	0	1	5	1	0.961	4	1	1
PENTAZOCINE	1	0.5789473684210527	2	1	1	2	2	3.882600000000003	0	3	1
TESTOLACTONE	0	0.6842105263157895	0	0	1	3	4	3.5899000000000028	0	4	0
CLOFAZIMINE	1	0.1111111111111111	4	3	1	4	2	7.489800000000005	0	5	0
DOXOFYLLINE	0	0.5454545454545454	2	0	3	8	1	-1.1933999999999994	0	3	0
MEPENZOLATE_BROMIDE	1	0.3809523809523809	5	2	1	4	1	2.7045000000000003	0	3	0
MILNACIPRAN	1	0.5333333333333333	6	1	0	3	1	1.7713999999999996	1	2	1
THIOPROPERAZINE	0	0.4545454545454545	6	2	2	6	2	3.177100000000001	0	4	1
NICLOSAMIDE	2	0.0	4	2	0	6	0	3.8595000000000006	1	2	0
ETORICOXIB	0	0.1111111111111111	3	1	2	4	0	4.175920000000003	0	3	0
ETOZOLIN	0	0.6923076923076923	4	0	2	5	2	1.4081	1	2	0
KETOCONAZOLE	0	0.38461538461538464	8	2	3	8	2	4.205800000000004	1	5	0
MITOTANE	0	0.14285714285714285	3	2	0	0	0	5.929000000000002	0	2	0
VALPROIC_ACID	1	0.875	5	0	0	2	0	2.2874	0	0	1
RITANSERIN	0	0.25925925925925924	5	2	3	4	1	5.483020000000005	0	5	1
CARTEOLOL_HYDROCHLORIDE	3	0.5625	6	1	1	5	1	1.6990999999999998	1	2	0
METHYSERGIDE	2	0.4761904761904762	5	1	2	5	2	1.9351000000000005	1	4	1
LOSARTAN_POTASSIUM	2	0.2727272727272727	8	2	2	7	0	4.266800000000004	0	4	0
PROPIVERINE	0	0.43478260869565216	8	2	1	4	1	3.994200000000003	0	3	0
TREOSULFAN	2	1.0	7	0	0	8	0	-2.3393999999999986	0	0	0
OXYMORPHONE	2	0.5882352941176471	0	1	2	5	4	0.7451999999999996	0	5	1
FLUTOPRAZEPAM	0	0.2631578947368421	3	2	1	3	2	4.073100000000003	1	4	1
STANOZOLOL	2	0.8571428571428571	0	0	1	3	4	4.118100000000003	0	5	0
CILOSTAZOL	1	0.6	7	1	2	7	2	3.464700000000001	1	4	0
CEFPODOXIME	3	0.4	8	0	3	11	2	-0.5391999999999986	2	3	0
SPIRAMYCIN	4	0.8604651162790697	11	0	4	16	4	2.325100000000007	0	4	0
NELFINAVIR_MESYLATE	4	0.5625	12	2	1	7	2	4.747620000000004	2	4	0
PENICILLAMINE	3	0.8	2	0	0	3	0	0.10669999999999984	0	0	0
KETAZOLAM	0	0.2	1	2	2	5	2	3.280100000000002	2	4	1
PIRAZOLAC	1	0.05882352941176471	4	2	1	4	0	3.9589000000000025	0	3	0
ERGOLOID_MESYLATE	3	0.65625	6	1	5	10	5	2.5206000000000013	3	7	1
SOTALOL_HYDROCHLORIDE	3	0.5	6	1	0	5	0	1.0895	0	1	0
ETHINYL_ESTRADIOL	2	0.6	0	1	0	2	3	3.612600000000002	0	4	0
MESALAMINE	3	0.0	1	1	0	4	0	0.6726000000000001	0	1	0
SPIRONOLACTONE	0	0.7916666666666666	2	0	1	4	5	4.852300000000005	0	5	0
URSODIOL	3	0.9583333333333334	4	0	0	4	4	4.477900000000004	0	4	0
OXCARBAZEPINE	1	0.06666666666666668	1	2	1	4	1	2.642199999999999	2	3	1
ETHOTOIN	1	0.2727272727272727	2	1	1	4	1	1.2994	3	2	1
FENOFIBRATE	0	0.3	7	2	0	4	0	4.680000000000004	0	2	0
DEXTROTHYROXINE_SODIUM	3	0.13333333333333333	5	2	0	5	0	4.5573000000000015	0	2	0
NABUMETONE	0	0.26666666666666666	4	2	0	2	0	3.370000000000002	0	2	0
DRONABINOL	1	0.6190476190476191	4	1	1	2	2	5.7358000000000064	0	3	1
BISACODYL	0	0.13636363636363635	7	2	1	5	0	4.112400000000003	0	3	0
GUANFACINE_HYDROCHLORIDE	3	0.1111111111111111	4	1	0	4	0	1.5455700000000003	1	1	0
CYCLOFENIL	0	0.3043478260869565	6	2	0	4	1	5.303200000000005	0	3	0
NOVERIL	0	0.2777777777777778	3	2	1	4	1	2.976300000000001	1	3	1
GUANADREL_SULFATE	2	0.9	2	0	1	5	2	0.3355999999999998	0	2	0
PYRIMETHAMINE	2	0.16666666666666666	2	1	1	4	0	2.5238000000000005	0	2	0
PAROMOMYCIN_SULFATE	13	1.0	9	0	3	19	4	-8.861700000000015	0	4	0
BROMODIPHENHYDRAMINE	0	0.29411764705882354	6	2	0	2	0	4.116700000000003	0	2	1
