m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3
FLOXACILLIN	30	47	453.05614754399994	436.74300000000017	453.87900000000013	158	0	2	2	2	1	1	2	0	2	2	6	2	11	3	4	4	5	19	2	8	0	3	3	0	2.6878200000000003	106.62600000000002	0.3684210526315789
FLUCONAZOLE	22	34	306.10406544399996	294.18	306.276	114	0	0	0	0	1	2	3	0	0	0	7	1	9	2	3	5	5	13	1	7	0	0	0	0	0.7357999999999993	70.29880000000001	0.23076923076923078
FLUCYTOSINE	9	13	129.033839968	125.062	129.09399999999997	48	0	0	0	0	0	1	1	0	0	0	3	2	5	1	1	0	0	4	3	4	0	0	0	0	-0.5088000000000001	29.228100000000005	0.0
FLUDROCORTISONE_ACETATE	27	56	380.19990224799994	351.2240000000001	380.45600000000013	150	4	0	4	0	0	0	0	3	0	3	5	3	6	0	4	2	2	21	3	5	0	7	7	0	1.8737	95.49140000000003	0.8095238095238095
FLUFENAMIC	20	30	281.06636322	271.1529999999999	281.23299999999995	104	0	0	0	0	2	0	2	0	0	0	2	2	6	0	2	3	4	14	2	3	0	0	0	0	4.147200000000001	68.12800000000001	0.07142857142857142
FLUMEQUINE	19	31	261.080121464	249.15599999999995	261.25199999999995	98	0	1	1	0	1	1	2	0	0	0	3	1	5	2	3	1	1	14	1	4	0	1	1	0	2.3459999999999996	68.15730000000002	0.2857142857142857
FLUOCORTOLONE	27	56	376.20498762799997	347.2360000000001	376.4680000000002	148	4	0	4	0	0	0	0	3	0	3	4	2	5	0	4	2	2	22	2	4	0	9	9	0	2.6367000000000016	98.41460000000005	0.7272727272727273
FLUORESCEIN	25	37	332.06847348400004	320.2150000000001	332.31100000000004	122	0	2	2	0	3	0	3	0	0	0	5	2	5	2	5	0	0	20	2	5	0	0	0	1	3.6658000000000026	88.0271	0.05
FLUOXYMESTERONE	24	53	336.210073008	307.21500000000003	336.44700000000006	134	4	0	4	0	0	0	0	3	0	3	3	2	4	0	4	0	0	20	2	3	0	7	7	0	3.332200000000002	89.07260000000005	0.85
FLUPREDNISOLONE	27	54	378.18425218399994	351.2240000000001	378.44000000000017	148	4	0	4	0	0	0	0	3	0	3	5	3	6	0	4	2	2	21	3	5	0	8	8	0	1.5056	95.32740000000004	0.7142857142857143
FLUTAMIDE	19	30	276.072176872	265.126	276.214	104	0	0	0	1	1	0	1	0	0	0	3	1	8	0	1	3	5	11	1	5	0	0	0	0	3.2081000000000017	61.566100000000006	0.36363636363636365
FLUTICASONE	34	65	500.18442975199997	469.3310000000002	500.57900000000024	188	4	0	4	0	0	0	0	3	0	3	6	1	9	0	4	4	6	25	1	5	0	9	9	0	4.430000000000004	120.86780000000005	0.72
FLUVASTATIN_SODIUM	30	56	411.18458653199997	385.26500000000016	411.473	158	0	0	0	0	2	1	3	0	0	0	4	3	6	1	3	8	8	24	3	5	0	2	2	0	4.628100000000003	115.63440000000003	0.2916666666666667
FOLIC_ACID	32	51	441.139681328	422.25200000000024	441.4040000000002	166	0	0	0	1	1	2	3	0	0	0	9	6	13	2	3	9	10	19	7	13	0	1	1	0	-0.04479999999999951	111.89460000000005	0.21052631578947367
FORMESTANE	22	48	302.18819469199997	276.20599999999996	302.4140000000001	120	4	0	4	0	0	0	0	3	0	3	3	1	3	0	4	0	0	19	1	3	0	5	5	0	3.973100000000003	83.28880000000005	0.7894736842105263
FORMOTEROL	25	49	344.173607248	320.21900000000005	344.41100000000006	134	0	0	0	1	2	0	2	0	0	0	5	4	6	0	2	9	9	19	4	6	0	2	2	0	2.2233	96.91600000000003	0.3157894736842105
FOSAMPRENAVIR	39	75	585.1909873619999	549.3280000000002	585.6160000000002	216	0	1	1	1	2	0	2	0	1	1	8	4	14	1	3	13	15	25	5	12	0	3	3	0	2.5198	144.1429999999999	0.48
FOSFOMYCIN_TROMETHAMINE	8	15	138.008195334	131.003	138.059	48	0	1	1	0	0	0	0	0	1	1	2	2	5	1	1	1	1	3	2	4	0	2	2	0	-0.09110000000000007	26.37909999999999	1.0
FOSINOPRIL_SODIUM	39	85	563.301189442	517.3040000000004	563.6720000000003	218	1	1	2	1	1	0	1	1	1	2	6	1	9	1	3	14	16	30	1	8	0	4	4	0	6.121300000000007	150.63329999999985	0.7
FRAMYCETIN	42	88	614.312285532	568.2820000000003	614.6500000000003	246	1	3	4	0	0	0	0	1	3	4	19	13	19	3	4	9	9	23	19	19	0	19	19	0	-8.895300000000017	138.35600000000002	1.0
FROVATRIPTAN	18	35	243.137162164	226.17399999999995	243.30999999999997	94	1	0	1	1	1	1	2	0	0	0	2	3	4	1	3	2	2	14	4	4	0	1	1	0	1.3435	71.68930000000002	0.35714285714285715
FURAZOLIDONE	16	23	225.038570324	218.10399999999998	225.15999999999997	84	0	1	1	1	0	1	1	0	1	1	6	0	8	2	2	3	3	8	0	8	0	0	0	0	0.9738999999999999	51.010400000000025	0.25
FUROSEMIDE	21	32	330.00772013200003	319.66100000000006	330.749	112	0	0	0	0	1	1	2	0	0	0	5	3	9	1	2	5	5	12	4	7	0	0	0	0	1.8907	75.81920000000002	0.08333333333333333
FUSIDIC	37	85	516.3450892559999	468.3350000000003	516.7190000000004	208	4	0	4	0	0	0	0	4	0	4	5	3	6	0	4	5	6	31	3	6	0	10	10	0	5.6661000000000055	142.55139999999992	0.8064516129032258
GANCICLOVIR	18	31	255.096753896	242.12999999999997	255.23399999999998	98	0	0	0	0	0	2	2	0	0	0	8	4	9	2	2	5	5	9	5	9	0	0	0	0	-1.970899999999999	61.60570000000001	0.4444444444444444
GATIFLOXACIN	27	49	375.15943440399997	353.2240000000001	375.40000000000015	144	1	1	2	0	1	1	2	1	1	2	6	2	8	2	4	4	4	19	2	7	0	1	1	0	1.9804	99.62600000000006	0.47368421052631576
GEMFIBROZIL	18	40	250.156894564	228.16199999999995	250.33799999999997	100	0	0	0	0	1	0	1	0	0	0	2	1	3	0	1	6	6	15	1	3	0	0	0	0	3.573240000000002	72.06180000000005	0.5333333333333333
GEMIFLOXACIN	28	48	389.14993233999996	369.22700000000015	389.38700000000017	148	1	1	2	0	0	2	2	1	1	2	8	2	10	3	4	5	5	18	3	9	0	1	1	0	0.966	100.39270000000003	0.4444444444444444
GLICLAZIDE	22	43	323.13036253200005	302.25000000000006	323.4180000000002	120	1	1	2	2	1	0	1	1	1	2	4	2	7	1	3	3	5	15	2	6	0	2	2	0	1.6298200000000003	82.43620000000004	0.5333333333333333
GLIMEPIRIDE	34	68	490.22499118799993	456.35400000000027	490.6260000000003	186	1	1	2	5	1	0	1	1	0	1	5	3	10	1	3	7	11	24	3	9	0	0	0	0	3.0740000000000016	128.52190000000004	0.5416666666666666
GLIPIZIDE	31	58	445.17837534399996	418.3290000000002	445.54500000000024	166	1	0	1	3	1	1	2	1	0	1	6	3	10	1	3	7	10	21	3	9	0	0	0	0	2.0781199999999993	114.97440000000005	0.42857142857142855
GLIQUIDONE	37	70	527.2090067759999	494.3790000000003	527.6430000000003	198	1	1	2	4	2	0	2	1	0	1	6	2	10	1	4	7	9	27	2	9	0	0	0	0	3.518500000000002	137.93569999999994	0.4444444444444444
GLISOLAMIDE	30	56	434.162390932	408.31000000000023	434.51800000000026	162	1	0	1	3	1	1	2	1	0	1	6	3	10	1	3	7	10	20	3	9	0	0	0	0	2.2761199999999997	109.44540000000005	0.45
GLISOXEPIDE	31	58	449.17328996400005	422.31700000000023	449.5330000000003	168	0	1	1	3	1	1	2	0	1	1	7	3	11	2	3	7	10	20	3	10	0	0	0	0	1.7344199999999994	112.61340000000006	0.45
GLUCOSAMINE	12	25	179.079372516	166.06799999999998	179.17200000000003	72	0	1	1	0	0	0	0	0	1	1	6	5	6	1	1	1	1	6	6	6	0	5	5	0	-3.2549999999999994	37.954600000000006	1.0
GLUTAMIC_ACID	10	19	147.053157768	138.05799999999996	147.13	58	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0	4	4	5	4	5	0	1	1	0	-0.7368999999999997	32.480999999999995	0.6
GLYBURIDE	33	61	493.14381967599996	465.78900000000027	494.0130000000003	178	1	0	1	3	2	0	2	1	0	1	5	3	10	0	3	8	11	23	3	8	0	0	0	0	3.641700000000002	126.20940000000006	0.391304347826087
GLYCERIN	6	14	92.047344116	84.03	92.09400000000001	38	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	2	2	3	3	3	0	0	0	0	-1.6681000000000001	20.1784	1.0
GLYCOPYRROLATE	23	51	318.20637017609	290.21299999999997	318.43699999999995	126	1	1	2	0	1	0	1	1	1	2	3	1	4	1	3	4	5	19	1	4	0	2	2	0	2.4562999999999997	88.63620000000006	0.631578947368421
GUANADREL_SULFATE	15	34	213.147726848	194.12899999999996	213.28099999999992	86	1	1	2	0	0	0	0	1	1	2	3	2	5	1	2	2	2	10	4	5	0	1	1	1	0.3355999999999998	57.31780000000003	0.9
GUANFACINE_HYDROCHLORIDE	15	24	245.012267268	237.02499999999995	246.097	80	0	0	0	1	1	0	1	0	0	0	2	3	6	0	1	2	4	9	4	4	0	0	0	0	1.5455700000000003	60.22280000000001	0.1111111111111111
HALOFANTRINE_HYDROCHLORIDE	33	63	499.1656546	470.19200000000023	500.43200000000013	180	0	0	0	0	3	0	3	0	0	0	2	1	7	0	3	10	11	26	1	2	0	1	1	0	8.644300000000001	132.3088	0.46153846153846156
HETACILLIN	27	50	389.14092721599997	366.2930000000001	389.4770000000001	144	0	3	3	2	1	0	1	0	3	3	5	2	8	3	4	3	3	19	2	7	0	4	4	0	1.4111	100.75950000000006	0.5263157894736842
HEXOCYCLIUM_METHYLSULFATE	23	56	317.25874009609004	284.233	317.49700000000007	128	1	1	2	0	1	0	1	1	1	2	2	1	3	1	3	4	4	20	1	3	0	1	1	0	2.8465000000000007	95.19620000000006	0.7
HEXOPRENALINE	30	62	420.22603674399994	388.25000000000017	420.50600000000014	166	0	0	0	0	2	0	2	0	0	0	8	8	8	0	2	13	13	22	8	8	0	2	2	0	2.015600000000001	113.67020000000002	0.45454545454545453
HOMATROPINE_METHYLBROMIDE	22	46	369.09395572799997	346.09500000000014	370.28700000000003	122	0	2	2	0	1	0	1	0	2	2	3	1	5	2	3	3	4	17	1	4	2	3	3	0	-0.9629999999999959	79.43420000000005	0.5882352941176471
HYDRALAZINE_HYDROCHLORIDE	12	20	160.074896256	152.11599999999999	160.17999999999998	60	0	0	0	0	1	1	2	0	0	0	4	2	4	1	2	1	1	8	3	4	0	0	0	0	0.9153999999999998	47.34810000000002	0.0
HYDROCHLOROTHIAZIDE	17	25	296.964475416	289.681	297.745	94	0	1	1	0	1	0	1	0	0	0	5	3	10	1	2	1	1	7	4	7	0	0	0	0	-0.35129999999999945	61.63640000000001	0.14285714285714285
HYDROCORTISONE	26	56	362.20932406	332.2260000000001	362.4660000000001	144	4	0	4	0	0	0	0	3	0	3	5	3	5	0	4	2	2	21	3	5	0	7	7	0	1.7815999999999999	95.14240000000004	0.8095238095238095
HYDROCORTISONE_CYPIONATE	35	77	486.29813906399994	444.31300000000033	486.64900000000046	194	5	0	5	0	0	0	0	4	0	4	6	2	6	0	5	6	7	29	2	6	0	7	7	0	4.302900000000005	130.20760000000007	0.8275862068965517
HYDROFLUMETHIAZIDE	20	28	330.990832396	323.23299999999995	331.297	112	0	1	1	0	1	0	1	0	0	0	5	3	12	1	2	1	2	8	4	7	0	0	0	0	0.014100000000000501	61.6284	0.25
HYDROXYUREA	5	9	76.027277368	72.023	76.05499999999999	30	0	0	0	2	0	0	0	0	0	0	2	3	4	0	0	0	1	1	4	4	0	0	0	0	-0.9561000000000002	14.5056	0.0
IBANDRONATE	19	42	319.09497533599995	296.047	319.23100000000005	116	0	0	0	0	0	0	0	0	0	0	4	5	10	0	0	9	9	9	5	8	0	0	0	0	0.4999999999999996	70.67700000000002	1.0
IDARUBICIN	36	63	497.1685814439999	470.28400000000033	497.5000000000003	190	2	1	3	0	2	0	2	0	1	1	10	5	10	1	5	3	3	26	6	10	0	6	6	0	1.020299999999999	123.79060000000004	0.4230769230769231
INDAPAMIDE	24	40	365.060090052	349.71400000000006	365.84200000000004	126	0	1	1	1	2	0	2	0	0	0	4	2	8	1	3	3	4	16	3	6	0	1	1	0	2.0834	92.37840000000003	0.1875
INDECAINIDE_HYDROCHLORIDE	23	47	308.18886338799996	284.233	308.425	120	1	0	1	1	2	0	2	0	0	0	2	2	3	0	3	6	6	20	3	3	0	0	0	0	3.2166000000000015	94.22510000000005	0.35
INDIGOTINDISULFONATE	28	38	421.9878572799999	412.31600000000014	422.3960000000002	144	0	2	2	0	2	0	2	0	0	0	8	4	12	2	4	2	2	16	4	10	0	0	0	0	1.3082	95.44560000000004	0.0
INDINAVIR_SULFATE	45	92	613.3628049839999	566.4270000000002	613.8030000000002	240	1	1	2	2	2	1	3	0	1	1	7	4	9	2	5	11	14	36	4	9	0	5	5	0	2.866900000000002	174.06699999999952	0.4722222222222222
INDOMETACIN	40	80	561.2645864399999	521.8300000000004	562.1500000000003	212	0	0	0	0	2	1	3	0	0	0	5	0	6	1	3	12	14	34	0	5	0	0	0	0	8.805120000000002	164.48349999999957	0.35294117647058826
INDOMETHACIN	25	41	357.07678567199997	341.6650000000001	357.793	128	0	0	0	0	2	1	3	0	0	0	4	1	6	1	3	4	5	19	1	5	0	0	0	0	3.9273200000000026	95.74730000000002	0.15789473684210525
IOCETAMIC_ACID	20	33	613.8060362760001	600.855	613.9590000000001	110	0	0	0	1	1	0	1	0	0	0	3	2	8	0	1	4	5	12	3	5	0	1	1	0	3.156200000000001	103.83220000000004	0.3333333333333333
IODOQUINOL	13	18	396.8460597800001	391.9130000000001	396.95300000000003	66	0	0	0	0	1	1	2	0	0	0	2	1	4	1	2	0	0	9	1	2	0	0	0	0	3.1496000000000013	68.8418	0.0
IOHEXOL	34	60	820.880323412	794.9330000000001	821.1410000000001	192	0	0	0	3	1	0	1	0	0	0	9	8	15	0	1	12	15	19	8	12	0	3	3	0	-1.6274999999999986	146.56419999999997	0.5263157894736842
IOPANOIC_ACID	17	29	570.8002226240001	558.838	570.9340000000001	94	0	0	0	0	1	0	1	0	0	0	2	2	6	0	1	4	4	11	3	3	0	1	1	0	3.7359000000000018	94.12620000000003	0.36363636363636365
IPODATE	19	32	597.811121656	584.8560000000002	597.9600000000002	104	0	0	0	0	1	0	1	0	0	0	2	1	7	0	1	5	5	12	1	4	0	0	0	0	3.7390000000000025	102.38880000000005	0.3333333333333333
IPRIFLAVONE	21	37	280.109944372	264.19499999999994	280.323	106	0	0	0	0	2	1	3	0	0	0	3	0	3	1	3	3	3	18	0	3	0	0	0	0	4.247200000000003	83.68400000000004	0.16666666666666666
IRBESARTAN	32	60	428.23245951600006	400.31600000000014	428.5400000000001	164	1	1	2	1	2	1	3	1	0	1	5	1	7	2	5	7	7	25	1	7	0	0	0	1	4.777400000000004	123.75870000000002	0.4
ISONIAZID	10	17	137.058911844	130.08599999999998	137.142	52	0	0	0	1	0	1	1	0	0	0	3	2	4	1	1	1	2	6	3	4	0	0	0	0	-0.3149000000000006	35.89060000000001	0.0
ISOPROPAMIDE_IODIDE	26	59	353.25874009609004	320.2660000000001	353.5300000000001	140	0	0	0	1	2	0	2	0	0	0	1	1	3	0	2	8	8	23	2	3	0	0	0	0	4.111500000000003	108.79880000000007	0.43478260869565216
ISOPROTERENOL_HYDROCHLORIDE	15	32	211.120843404	194.12499999999997	211.261	84	0	0	0	0	1	0	1	0	0	0	4	4	4	0	1	4	4	11	4	4	0	1	1	0	1.1291999999999998	57.870100000000036	0.45454545454545453
ISOSORBIDE_MONONITRATE	13	22	191.042987008	182.06699999999998	191.13899999999998	74	0	2	2	0	0	0	0	0	2	2	6	1	7	2	2	2	2	6	1	7	0	4	4	0	-1.2781999999999996	37.35420000000001	1.0
ISOTRETINOIN	22	50	300.208930136	272.21799999999996	300.44200000000006	120	1	0	1	0	0	0	0	0	0	0	1	1	2	0	1	5	5	20	1	2	0	0	0	0	5.602600000000005	93.76180000000005	0.45
ISOXICAM	23	36	335.057591516	322.2370000000001	335.34100000000007	120	0	1	1	1	1	1	2	0	0	0	6	2	9	2	3	2	3	14	2	8	0	0	0	0	1.48242	80.80930000000004	0.14285714285714285
ISOXSUPRINE	22	45	301.167793596	278.202	301.386	118	0	0	0	0	2	0	2	0	0	0	4	3	4	0	2	7	7	18	3	4	0	3	3	0	2.871200000000001	87.06330000000004	0.3333333333333333
ISRADIPINE	27	48	371.14812077199997	350.22500000000014	371.3930000000002	142	0	1	1	0	1	1	2	0	0	0	8	1	8	2	3	4	6	19	1	8	0	1	1	0	2.5822000000000003	96.32470000000004	0.3684210526315789
ITRACONAZOLE	49	87	704.239307056	667.3430000000001	705.6470000000003	256	0	2	2	0	3	2	5	0	2	2	12	0	14	4	7	11	11	35	0	12	0	3	3	0	5.5773000000000055	188.17599999999948	0.37142857142857144
IVERMECTIN	62	136	874.5078570480001	800.514	875.1060000000002	350	1	6	7	0	0	0	0	0	5	5	14	3	14	6	7	8	8	48	3	14	2	20	20	1	5.601400000000008	227.39939999999913	0.8125
JOSAMYCIN	58	127	827.466720508	758.4540000000001	828.0060000000002	332	0	3	3	0	0	0	0	0	2	2	16	3	16	3	3	12	14	42	3	16	0	16	16	0	3.013400000000006	209.8513999999992	0.8095238095238095
KANAMYCIN_SULFATE	33	69	484.23805797199987	448.21500000000026	484.5030000000001	194	1	2	3	0	0	0	0	1	2	3	15	11	15	2	3	6	6	18	15	15	0	15	15	0	-7.2913999999999985	107.79220000000001	1.0
KETOCONAZOLE	36	64	530.148760736	503.21600000000024	531.4400000000003	190	0	2	2	1	2	1	3	0	2	2	7	0	10	3	5	7	8	26	0	8	0	2	2	0	4.2058000000000035	137.5959999999999	0.38461538461538464
LACIDIPINE	33	66	455.23078777599994	422.28700000000026	455.55100000000033	178	0	1	1	0	1	0	1	0	0	0	7	1	7	1	2	7	11	26	1	7	0	0	0	0	4.402500000000004	125.86370000000005	0.4230769230769231
LACTITOL	23	47	344.13186158799994	320.12100000000004	344.31300000000005	138	0	1	1	0	0	0	0	0	1	1	11	9	11	1	1	8	8	12	9	11	0	9	9	0	-5.761199999999992	70.83220000000004	1.0
LACTULOSE	23	45	342.11621152399994	320.12100000000004	342.29700000000014	136	0	1	1	0	0	0	0	0	1	1	11	8	11	1	1	8	8	12	8	11	0	8	8	0	-5.552999999999992	69.83240000000004	0.9166666666666666
LAMIVUDINE	15	26	229.052112212	218.17299999999997	229.26099999999997	82	0	1	1	0	0	1	1	0	1	1	7	2	7	2	2	2	2	8	3	6	0	2	2	0	-0.5941000000000005	56.36320000000002	0.5
LANSOPRAZOLE	25	39	369.07588234800005	355.25600000000014	369.3680000000001	132	0	0	0	0	1	2	3	0	0	0	4	1	9	2	3	5	6	16	1	5	0	1	1	0	3.515220000000001	86.73010000000004	0.25
LEFLUNOMIDE	19	28	270.061612188	261.138	270.21	100	0	0	0	1	1	1	2	0	0	0	3	1	7	1	2	2	4	12	1	4	0	0	0	0	3.2541200000000012	60.63720000000001	0.16666666666666666
LERCANIDIPINE	45	86	611.299536032	570.4110000000003	611.7390000000004	236	0	1	1	0	3	0	3	0	0	0	8	1	9	1	4	12	14	36	1	9	0	1	1	0	6.478400000000007	173.40109999999945	0.3333333333333333
LETROZOLE	22	33	285.10144535200004	274.222	285.31	104	0	0	0	0	2	1	3	0	0	0	5	0	5	1	3	3	3	17	0	5	0	0	0	0	2.659160000000001	79.57700000000003	0.058823529411764705
LEUCOVORIN	34	57	473.16589607599997	450.2620000000002	473.44600000000025	180	0	1	1	2	1	1	2	0	0	0	10	7	14	2	3	10	11	20	8	14	0	2	2	0	-0.31880000000000014	119.62140000000007	0.3
LEVAMISOLE_HYDROCHLORIDE	14	26	204.072119384	192.20199999999997	204.298	72	0	2	2	0	1	0	1	0	1	1	3	0	3	2	3	1	1	11	0	2	0	1	1	0	2.1460999999999997	60.649000000000036	0.36363636363636365
LEVOCARNITINE	11	27	162.11246979209	146.08099999999996	162.20899999999997	66	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	4	4	7	2	4	0	1	1	0	-0.4718000000000007	41.159000000000006	0.8571428571428571
LEVOCETIRIZINE	27	52	388.15537034000005	363.69500000000016	388.8950000000001	144	0	1	1	0	2	0	2	0	1	1	4	1	6	1	3	8	8	21	1	5	0	1	1	0	3.148200000000002	106.20480000000005	0.38095238095238093
LEVODROPROPIZINE	17	37	236.15247788	216.15499999999997	236.31500000000003	94	0	1	1	0	1	0	1	0	1	1	4	2	4	1	2	4	4	13	2	4	0	1	1	0	0.16179999999999994	68.18760000000005	0.5384615384615384
LIDOFLAZINE	36	71	491.27481918	456.3460000000003	491.6260000000002	190	0	1	1	1	3	0	3	0	1	1	3	1	6	1	4	9	10	30	1	4	0	0	0	0	5.750040000000006	141.30269999999987	0.36666666666666664
LINCOMYCIN_HYDROCHLORIDE	27	61	406.2137578079999	372.27300000000014	406.54500000000013	158	0	2	2	1	0	0	0	0	2	2	8	5	9	2	2	7	8	18	5	8	0	9	9	0	-0.8569999999999969	103.24090000000005	0.9444444444444444
LIOTHYRONINE	23	35	650.790051864	638.8800000000001	650.9760000000001	122	0	0	0	0	2	0	2	0	0	0	4	3	8	0	2	5	5	15	4	5	0	1	1	0	3.952700000000001	112.08900000000001	0.13333333333333333
LISINOPRIL	29	60	405.22637109199997	374.2470000000001	405.49500000000023	160	0	1	1	1	1	0	1	0	1	1	5	4	8	1	2	12	13	21	5	8	0	3	3	0	1.2352000000000007	108.38670000000006	0.5714285714285714
LOPERAMIDE_HYDROCHLORIDE	34	67	476.223055976	443.7840000000003	477.0480000000001	178	0	1	1	1	3	0	3	0	1	1	3	1	5	1	4	7	8	29	1	4	0	0	0	0	5.088000000000005	137.99779999999987	0.3448275862068966
LORCAINIDE	26	53	370.181191164	343.7080000000001	370.9240000000001	138	0	1	1	1	2	0	2	0	1	1	2	0	4	1	3	5	6	22	0	3	0	0	0	0	4.788500000000004	108.81500000000005	0.4090909090909091
LOSARTAN_POTASSIUM	30	53	422.16218703600015	399.73600000000016	422.9200000000001	154	0	0	0	0	2	2	4	0	0	0	6	2	8	2	4	8	8	22	2	7	0	0	0	0	4.2668000000000035	115.9235	0.2727272727272727
LOVASTATIN	29	65	404.2562742519999	368.2590000000001	404.54700000000025	162	2	1	3	0	0	0	0	0	1	1	5	1	5	1	3	6	7	24	1	5	0	8	8	0	4.195500000000004	110.83780000000007	0.75
MARIMASTAT	23	52	331.210721028	302.18100000000004	331.41300000000007	134	0	0	0	3	0	0	0	0	0	0	5	5	8	0	0	7	11	15	5	8	0	3	3	0	-0.20809999999999906	84.33340000000004	0.8
MEBENDAZOLE	22	35	295.095691276	282.194	295.298	110	0	0	0	1	2	1	3	0	0	0	4	2	6	1	3	3	5	16	2	6	0	0	0	0	2.972200000000001	81.99590000000002	0.0625
MEBEVERINE	31	66	429.25152321999997	394.2770000000002	429.5570000000002	170	0	0	0	0	2	0	2	0	0	0	6	0	6	0	2	13	14	25	0	6	0	1	1	0	4.6025000000000045	122.46950000000005	0.48
MECLOFENAMATE_SODIUM	19	30	295.01668395200005	285.06499999999994	296.153	98	0	0	0	0	2	0	2	0	0	0	2	2	5	0	2	3	3	14	2	3	0	0	0	0	4.743620000000003	77.88300000000002	0.07142857142857142
MEDROXYPROGESTERONE	25	57	344.23514488399996	312.23900000000003	344.4950000000001	138	4	0	4	0	0	0	0	3	0	3	3	1	3	0	4	1	1	22	1	3	0	7	7	0	4.084400000000003	96.88780000000006	0.8181818181818182
MEFENAMIC_ACID	18	33	241.11027872	226.16999999999996	241.29	92	0	0	0	0	2	0	2	0	0	0	2	2	3	0	2	3	3	15	2	3	0	0	0	0	3.7452400000000017	72.60000000000002	0.13333333333333333
MEFLOQUINE	26	42	378.11668245199996	362.18799999999993	378.316	142	0	1	1	0	1	1	2	0	1	1	3	2	9	2	3	2	4	17	2	3	0	2	2	0	4.447900000000002	82.34850000000003	0.47058823529411764
MEGESTROL_ACETATE	25	55	342.21949481999997	312.23900000000003	342.4790000000001	136	4	0	4	0	0	0	0	2	0	2	3	1	3	0	4	1	1	22	1	3	0	6	6	0	4.004500000000003	96.86380000000005	0.7272727272727273
MELOXICAM	23	36	351.034747896	338.30500000000006	351.40900000000005	120	0	1	1	1	1	1	2	0	0	0	6	2	9	2	3	2	3	14	2	7	0	0	0	0	1.9509200000000002	86.42030000000004	0.14285714285714285
MELPHALAN	19	37	304.07453317599993	287.061	305.2049999999999	106	0	0	0	0	1	0	1	0	0	0	3	2	6	0	1	8	8	13	3	4	0	1	1	0	1.925	79.41020000000003	0.46153846153846156
MENADIOL	13	23	174.06807956	164.11899999999997	174.19899999999998	66	0	0	0	0	2	0	2	0	0	0	2	2	2	0	2	0	0	11	2	2	0	0	0	0	2.5594200000000007	52.01460000000003	0.09090909090909091
MENADIOL_SODIUM_DIPHOSPHATE	19	33	258.089208928	244.16099999999994	258.273	98	0	0	0	0	2	0	2	0	0	0	4	0	4	0	2	2	4	15	0	4	0	0	0	0	2.998820000000001	71.30300000000004	0.2
MENATETRENONE	33	73	444.30283052	404.3390000000002	444.6590000000002	176	1	0	1	0	1	0	1	0	0	0	2	0	2	0	2	11	11	31	0	2	0	0	0	0	8.917900000000001	140.82399999999987	0.41935483870967744
MEPARTRICIN	80	166	1126.5824785319999	1040.6439999999993	1127.3320000000003	446	0	3	3	0	1	0	1	0	2	2	21	12	21	3	4	10	11	59	14	21	2	19	19	0	2.37480000000001	294.3573000000001	0.5932203389830508
MEPENZOLATE_BROMIDE	25	51	340.19072011209	314.235	340.44300000000004	132	0	1	1	0	2	0	2	0	1	1	3	1	4	1	3	4	5	21	1	4	0	1	1	0	2.7045000000000003	96.83920000000005	0.38095238095238093
MERCAPTOPURINE	10	14	152.015667128	148.15	152.182	50	0	0	0	0	0	2	2	0	0	0	3	2	5	2	2	0	0	5	2	4	0	0	0	0	1.0154899999999998	39.07340000000001	0.0
MESALAMINE	11	18	153.042593084	146.08099999999996	153.137	58	0	0	0	0	1	0	1	0	0	0	3	3	4	0	1	1	1	7	4	4	0	0	0	0	0.6726000000000001	39.478500000000004	0.0
MESNA	7	13	141.975836052	136.153	142.201	44	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	2	2	2	1	3	0	0	0	0	-0.19599999999999984	30.268599999999996	1.0
METAPROTERENOL	15	32	211.120843404	194.12499999999997	211.261	84	0	0	0	0	1	0	1	0	0	0	4	4	4	0	1	4	4	11	4	4	0	1	1	0	1.1291999999999998	57.870100000000036	0.45454545454545453
METHACYCLINE_HYDROCHLORIDE	32	54	442.1376156639999	420.24800000000016	442.4240000000002	168	3	0	3	1	1	0	1	0	0	0	9	6	10	0	4	2	2	22	7	10	0	5	5	0	-0.43789999999999923	110.39390000000006	0.3181818181818182
METHANTHELINE_BROMIDE	25	51	340.19072011209	314.235	340.4430000000001	132	0	1	1	0	2	0	2	0	0	0	3	0	4	1	3	6	7	21	0	4	0	0	0	0	3.953800000000003	97.89340000000007	0.38095238095238093
