m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_rings	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	m_logp	m_mr	fraction_CSP3	is_cns_molecule
PANTOTHENIC	15.0	32.0	219.110672644	202.101	219.237	0.0	88.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	6.0	0.0	6.0	7.0	4.0	6.0	4.0	4.0	0.0	1.0	1.0	-1.0432999999999997	52.13610000000003	0.7777777777777778	0
SULINDAC	25.0	42.0	356.0882436240001	339.2820000000001	356.41800000000006	0.0	128.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	5.0	3.0	4.0	4.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	4.365500000000004	97.89220000000005	0.15	0
CORTISONE_ACETATE	26.0	54.0	360.193673996	332.2260000000001	360.45000000000016	0.0	142.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	5.0	2.0	5.0	4.0	2.0	2.0	2.0	5.0	5.0	2.0	0.0	6.0	6.0	1.9898	94.14260000000004	0.7619047619047619	0
CLIDINIUM_BROMIDE	26.0	52.0	352.19072011209	326.2460000000001	352.45400000000006	0.0	136.0	3.0	3.0	0.0	2.0	2.0	3.0	3.0	3.0	1.0	4.0	5.0	4.0	5.0	1.0	4.0	3.0	1.0	2.0	1.0	1.0	2.7045000000000003	99.27220000000004	0.4090909090909091	0
LACTULOSE	23.0	45.0	342.11621152399994	320.1210000000001	342.29700000000014	0.0	136.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	11.0	8.0	11.0	1.0	8.0	8.0	8.0	11.0	11.0	8.0	0.0	8.0	8.0	-5.552999999999992	69.83240000000004	0.9166666666666666	0
HYDROMORPHONE	21.0	40.0	285.13649346799997	266.1909999999999	285.343	0.0	110.0	2.0	4.0	0.0	1.0	1.0	1.0	2.0	4.0	1.0	4.0	5.0	0.0	0.0	1.0	4.0	4.0	1.0	2.0	4.0	4.0	1.6303	76.67080000000004	0.5882352941176471	1
MEFENAMIC_ACID	18.0	33.0	241.11027872	226.17	241.29	0.0	92.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	0.0	0.0	0.0	3.7452400000000017	72.60000000000002	0.13333333333333333	0
MEPHENYTOIN	16.0	30.0	218.105527688	204.144	218.256	0.0	84.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	2.0	2.0	2.0	1.0	4.0	2.0	1.0	0.0	1.0	1.0	1.4735000000000005	59.71270000000003	0.3333333333333333	1
PENTOXIFYLLINE	20.0	38.0	278.13789043599996	260.16799999999995	278.312	0.0	108.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0	7.0	2.0	5.0	5.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.1929999999999996	74.74700000000003	0.5384615384615384	0
RIZATRIPTAN	20.0	39.0	269.164045608	250.2	269.35200000000003	0.0	104.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	4.0	1.0	5.0	3.0	5.0	5.0	1.0	5.0	4.0	1.0	0.0	0.0	0.0	1.9118	79.68070000000003	0.3333333333333333	1
TRANEXAMIC_ACID	11.0	26.0	157.11027872	142.09299999999996	157.213	0.0	64.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	0.8361000000000001	42.13820000000001	0.875	0
ACITRETIN	24.0	50.0	326.188194692	300.228	326.4360000000001	0.0	128.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	6.0	6.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	5.167060000000005	100.52880000000003	0.2857142857142857	0
DIETHYLSTILBESTROL_DIPHOSPHATE	20.0	40.0	268.14632988	248.196	268.356	0.0	104.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	4.828600000000005	83.60960000000004	0.2222222222222222	0
GALANTAMINE	21.0	42.0	287.152143532	266.1909999999999	287.3590000000001	0.0	112.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	4.0	4.0	1.0	1.0	1.0	4.0	4.0	1.0	0.0	3.0	3.0	1.8503000000000005	79.80280000000005	0.5294117647058824	1
MEBENDAZOLE	22.0	35.0	295.09569127599997	282.194	295.298	0.0	110.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	4.0	2.0	6.0	3.0	3.0	5.0	2.0	6.0	4.0	2.0	0.0	0.0	0.0	2.9722000000000013	81.99590000000002	0.0625	0
HYDROXYZINE	26.0	53.0	374.176105784	347.69600000000014	374.91200000000015	0.0	140.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	4.0	1.0	5.0	3.0	8.0	8.0	1.0	4.0	4.0	1.0	0.0	1.0	1.0	3.0559000000000016	105.65480000000008	0.42857142857142855	1
CYSTEAMINE_BITARTRATE	4.0	11.0	77.029920224	70.096	77.15199999999999	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	-0.12509999999999988	22.9074	1.0	0
PROTRIPTYLINE	20.0	41.0	263.167399672	242.21599999999992	263.384	0.0	102.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	4.301900000000003	86.81570000000004	0.2631578947368421	1
IOCETAMIC_ACID	20.0	33.0	613.8060362760001	600.855	613.9590000000002	0.0	110.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	2.0	8.0	1.0	4.0	5.0	3.0	5.0	3.0	2.0	0.0	1.0	1.0	3.156200000000001	103.83220000000004	0.3333333333333333	0
DIOSMIN	43.0	75.0	608.1741203239999	576.2930000000002	608.5490000000002	0.0	234.0	2.0	2.0	0.0	2.0	3.0	2.0	2.0	15.0	8.0	15.0	5.0	7.0	7.0	8.0	15.0	15.0	8.0	0.0	10.0	10.0	-1.0897000000000006	143.4184	0.4642857142857143	0
LINCOMYCIN_HYDROCHLORIDE	27.0	61.0	406.21375780799997	372.27300000000014	406.54500000000013	0.0	158.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	8.0	5.0	9.0	2.0	7.0	8.0	5.0	8.0	8.0	5.0	0.0	9.0	9.0	-0.8569999999999969	103.24090000000004	0.9444444444444444	0
THIOTHIXENE	30.0	59.0	443.17011916800004	414.4060000000002	443.63800000000015	0.0	160.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	5.0	0.0	7.0	4.0	5.0	5.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	3.4707000000000017	123.51280000000006	0.39130434782608703	1
TRIAMTERENE	19.0	30.0	253.107593352	242.18099999999998	253.269	0.0	94.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	7.0	3.0	7.0	3.0	1.0	1.0	6.0	7.0	7.0	3.0	0.0	0.0	0.0	0.8333999999999999	73.80120000000002	0.0	0
RACECADOTRIL	27.0	50.0	385.13477921599997	362.30100000000016	385.4850000000001	0.0	142.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	5.0	1.0	6.0	2.0	9.0	12.0	1.0	5.0	5.0	1.0	0.0	1.0	1.0	2.9846000000000013	106.0227	0.2857142857142857	0
LORAZEPAM	21.0	31.0	320.01193292	311.08299999999997	321.163	0.0	106.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	3.0	2.0	6.0	3.0	1.0	1.0	2.0	4.0	3.0	2.0	0.0	1.0	1.0	3.101300000000001	83.17950000000002	0.06666666666666668	1
MEPTAZINOL	17.0	40.0	233.177964356	210.171	233.355	0.0	94.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	3.1557000000000017	71.42380000000004	0.6	1
RIBOFLAVIN	27.0	47.0	376.13828436	356.2090000000002	376.36900000000014	0.0	144.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	9.0	5.0	10.0	3.0	5.0	5.0	5.0	10.0	9.0	5.0	0.0	3.0	3.0	-1.7235599999999989	95.6209	0.4117647058823529	0
TRIDIHEXETHYL_CHLORIDE	23.0	59.0	318.27914119209	282.237	318.5249999999998	0.0	130.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	8.0	8.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	4.721100000000004	98.28120000000007	0.7142857142857143	0
FROVATRIPTAN	18.0	35.0	243.13716216400002	226.17399999999995	243.31	0.0	94.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	3.0	4.0	3.0	2.0	2.0	4.0	4.0	2.0	3.0	0.0	1.0	1.0	1.3435	71.68930000000002	0.35714285714285715	0
FLUOXYMESTERONE	24.0	53.0	336.210073008	307.2150000000001	336.44700000000006	0.0	134.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	4.0	4.0	0.0	0.0	2.0	3.0	3.0	2.0	0.0	7.0	7.0	3.3322000000000016	89.07260000000004	0.85	0
CELECOXIB	26.0	40.0	381.07588234800005	367.267	381.3790000000001	0.0	136.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	4.0	1.0	9.0	3.0	3.0	4.0	2.0	5.0	4.0	1.0	0.0	0.0	0.0	3.513920000000001	90.11220000000004	0.1176470588235294	0
AZACITIDINE	17.0	29.0	244.080769484	232.111	244.207	0.0	94.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	9.0	4.0	9.0	2.0	2.0	2.0	5.0	9.0	9.0	4.0	0.0	4.0	4.0	-3.167999999999999	53.71380000000002	0.625	0
PHENINDIONE	17.0	27.0	222.06807956	212.16299999999995	222.243	0.0	82.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.849400000000001	64.28600000000003	0.06666666666666668	0
ROPINIROLE	19.0	43.0	260.188863388	236.18900000000002	260.3809999999999	0.0	104.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	2.0	7.0	7.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	2.845700000000001	79.50170000000004	0.5625	1
BUPROPION	16.0	34.0	239.107691876	221.602	239.74599999999998	0.0	88.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	4.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	3.2993000000000023	68.13320000000004	0.4615384615384616	1
IOHEXOL	34.0	60.0	820.8803234119998	794.9330000000001	821.1410000000003	0.0	192.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	9.0	8.0	15.0	1.0	12.0	15.0	8.0	12.0	9.0	8.0	0.0	3.0	3.0	-1.6274999999999986	146.56419999999997	0.5263157894736842	0
HEXOCYCLIUM_METHYLSULFATE	23.0	56.0	317.25874009609004	284.233	317.49700000000007	0.0	128.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	4.0	4.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	2.8465000000000007	95.19620000000006	0.7	0
CARBENICILLIN_INDANYL_SODIUM	35.0	61.0	494.1511575519999	468.36100000000033	494.5690000000003	0.0	182.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	6.0	2.0	9.0	5.0	6.0	8.0	2.0	8.0	6.0	2.0	0.0	4.0	4.0	2.4962	128.94350000000003	0.38461538461538464	0
EPROSARTAN_MESYLATE	30.0	54.0	424.145678248	400.33000000000015	424.52200000000016	0.0	156.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	2.0	7.0	3.0	10.0	10.0	2.0	6.0	5.0	2.0	0.0	0.0	0.0	4.744400000000003	116.97810000000004	0.2608695652173913	0
ENOXACIN	23.0	40.0	320.12846862400005	303.188	320.3240000000001	0.0	122.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	6.0	2.0	8.0	3.0	3.0	3.0	2.0	7.0	6.0	2.0	0.0	0.0	0.0	0.6633000000000002	83.67700000000002	0.4	0
ALPRAZOLAM	22.0	35.0	308.082874096	295.668	308.77199999999993	0.0	108.0	1.0	1.0	0.0	2.0	3.0	0.0	0.0	4.0	0.0	5.0	4.0	1.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	3.5801200000000017	86.89100000000002	0.1176470588235294	1
MEPROBAMATE	15.0	33.0	218.12665705599997	200.10899999999995	218.253	0.0	88.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	6.0	0.0	6.0	8.0	4.0	6.0	4.0	2.0	0.0	0.0	0.0	0.9834000000000004	54.08580000000003	0.7777777777777778	1
ANISOTROPINE	20.0	52.0	282.24275568409	250.19199999999995	282.448	0.0	116.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	3.0	2.0	6.0	7.0	0.0	3.0	2.0	0.0	2.0	2.0	2.0	3.5158000000000023	81.33840000000006	0.9411764705882352	0
RITONAVIR	50.0	98.0	720.3127606359999	672.5780000000002	720.962	0.0	268.0	0.0	0.0	4.0	2.0	4.0	0.0	0.0	9.0	4.0	13.0	4.0	17.0	22.0	4.0	11.0	9.0	4.0	0.0	4.0	4.0	5.905200000000005	196.89689999999942	0.4324324324324325	0
VITAMIN	31.0	81.0	430.3810808399999	380.3170000000002	430.71700000000016	0.0	178.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	2.0	2.0	12.0	12.0	1.0	2.0	2.0	1.0	0.0	3.0	3.0	8.840260000000002	134.3908	0.7931034482758621	0
PREDNISOLONE	26.0	54.0	360.1936739959999	332.22600000000006	360.45000000000016	0.0	142.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	5.0	4.0	2.0	2.0	3.0	5.0	5.0	3.0	0.0	7.0	7.0	1.5576	95.04840000000004	0.7142857142857143	0
OTILONIUM	35.0	78.0	483.32173427609	440.3290000000003	483.6730000000004	0.0	192.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	4.0	1.0	6.0	2.0	16.0	18.0	1.0	6.0	4.0	1.0	0.0	0.0	0.0	6.321400000000009	142.12409999999986	0.5172413793103449	0
OXOLINIC	19.0	30.0	261.06372245200004	250.14499999999992	261.23299999999995	0.0	98.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	5.0	1.0	6.0	3.0	2.0	2.0	1.0	6.0	5.0	1.0	0.0	0.0	0.0	1.4483	66.96430000000001	0.2307692307692308	0
ROPIVACAINE	20.0	46.0	274.204513452	248.2	274.408	0.0	110.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	4.0	5.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	3.5064400000000018	84.04870000000005	0.5882352941176471	1
PINAVERIUM	32.0	73.0	510.2213473120901	470.1930000000004	511.5210000000005	0.0	180.0	1.0	4.0	0.0	1.0	1.0	1.0	4.0	4.0	0.0	6.0	5.0	10.0	10.0	0.0	5.0	4.0	0.0	2.0	3.0	3.0	5.2923000000000044	130.16840000000005	0.7692307692307693	0
AZITHROMYCIN_DIHYDRATE	52.0	124.0	748.5085257439999	676.4200000000002	748.9960000000002	0.0	306.0	3.0	3.0	0.0	0.0	0.0	3.0	3.0	14.0	5.0	14.0	3.0	7.0	7.0	5.0	14.0	14.0	5.0	0.0	18.0	18.0	1.9007000000000047	194.17899999999938	0.9736842105263158	0
LACTITOL	23.0	47.0	344.13186158799994	320.1210000000001	344.31300000000016	0.0	138.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	11.0	9.0	11.0	1.0	8.0	8.0	9.0	11.0	11.0	9.0	0.0	9.0	9.0	-5.761199999999992	70.83220000000004	1.0	0
AMBENONIUM_CHLORIDE	36.0	78.0	536.26738478418	495.2400000000004	537.5760000000001	0.0	198.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	8.0	2.0	14.0	17.0	2.0	6.0	2.0	2.0	0.0	0.0	0.0	4.639200000000005	148.75019999999978	0.5	0
CARBETAPENTANE	24.0	55.0	333.230393852	302.224	333.472	0.0	134.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	4.0	2.0	10.0	11.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	3.4000000000000017	96.15400000000008	0.65	0
PIROXICAM	23.0	36.0	331.06267689599997	318.24900000000014	331.353	0.0	118.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	2.0	8.0	3.0	2.0	3.0	2.0	7.0	5.0	2.0	0.0	0.0	0.0	1.5810000000000002	83.80630000000005	0.06666666666666668	0
TIMOLOL_MALEATE	21.0	45.0	316.156911628	292.23500000000007	316.4270000000002	0.0	120.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	8.0	2.0	8.0	2.0	6.0	7.0	2.0	7.0	8.0	2.0	0.0	1.0	1.0	0.5024999999999997	82.19850000000005	0.8461538461538461	0
CLARITHROMYCIN	52.0	121.0	747.476891268	678.4120000000003	747.9639999999998	0.0	304.0	3.0	3.0	0.0	0.0	0.0	3.0	3.0	14.0	4.0	14.0	3.0	8.0	8.0	4.0	14.0	14.0	4.0	0.0	18.0	18.0	2.4397000000000046	191.04819999999938	0.9473684210526316	0
FENFLURAMINE	16.0	32.0	231.12348417200002	215.13299999999992	231.261	0.0	90.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	4.0	5.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	3.2459000000000024	58.28670000000002	0.5	1
ASTEMIZOLE	34.0	65.0	458.248189832	427.33300000000025	458.58100000000013	0.0	176.0	1.0	1.0	0.0	3.0	4.0	1.0	1.0	5.0	1.0	6.0	5.0	8.0	8.0	1.0	5.0	5.0	1.0	0.0	0.0	0.0	5.351300000000005	135.01769999999996	0.32142857142857145	0
TANDOSPIRONE	28.0	57.0	383.23212516800004	354.2640000000002	383.49600000000015	0.0	150.0	2.0	4.0	2.0	0.0	1.0	2.0	4.0	6.0	0.0	7.0	5.0	6.0	6.0	0.0	7.0	6.0	0.0	2.0	4.0	4.0	1.4098999999999997	104.45000000000006	0.7142857142857143	1
IMIPRAMINE	21.0	45.0	280.193948768	256.223	280.415	0.0	110.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.875000000000004	90.46900000000008	0.3684210526315789	1
HALOFANTRINE_HYDROCHLORIDE	33.0	63.0	499.1656546	470.1920000000002	500.43200000000013	0.0	180.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	1.0	7.0	3.0	10.0	11.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	8.644300000000001	132.3088	0.4615384615384616	0
ERYTHROMYCIN	51.0	118.0	733.4612412040001	666.4010000000002	733.9370000000001	0.0	298.0	3.0	3.0	0.0	0.0	0.0	3.0	3.0	14.0	5.0	14.0	3.0	7.0	7.0	5.0	14.0	14.0	5.0	0.0	18.0	18.0	1.785600000000004	186.25799999999958	0.9459459459459459	0
LORMETAZEPAM	22.0	34.0	334.027582984	323.09399999999994	335.18999999999994	0.0	112.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	3.0	1.0	6.0	3.0	1.0	1.0	1.0	4.0	3.0	1.0	0.0	1.0	1.0	3.1256000000000017	87.95980000000002	0.125	1
TRIMEPRAZINE	21.0	43.0	298.150369704	276.279	298.455	0.0	110.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	3.0	3.0	4.0	4.0	0.0	2.0	3.0	0.0	0.0	1.0	1.0	4.4870000000000045	91.73100000000008	0.3333333333333333	1
REBAMIPIDE	26.0	41.0	370.07203464	355.672	370.79200000000014	0.0	132.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	3.0	3.0	7.0	3.0	5.0	6.0	3.0	6.0	3.0	3.0	0.0	1.0	1.0	2.6072000000000006	98.6147	0.10526315789473684	0
MEFLOQUINE	26.0	42.0	378.11668245199996	362.18799999999993	378.316	0.0	142.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	3.0	2.0	9.0	3.0	2.0	4.0	2.0	3.0	3.0	2.0	0.0	2.0	2.0	4.4479000000000015	82.34850000000003	0.4705882352941176	0
MESORIDAZINE	26.0	52.0	386.14865545199996	360.37800000000016	386.5860000000001	0.0	138.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	0.0	5.0	4.0	4.0	4.0	0.0	3.0	4.0	0.0	0.0	2.0	2.0	4.901100000000005	111.23140000000004	0.42857142857142855	1
AMITRIPTYLINE	21.0	44.0	277.183049736	254.22699999999992	277.41099999999994	0.0	108.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	3.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.168600000000003	90.54200000000006	0.3	1
DIPYRIDAMOLE	36.0	76.0	504.31725176	464.3160000000003	504.63600000000037	0.0	200.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	12.0	4.0	12.0	4.0	12.0	12.0	4.0	12.0	12.0	4.0	0.0	0.0	0.0	-0.017599999999997284	140.02519999999998	0.75	0
POLYTHIAZIDE	25.0	38.0	438.97088123599997	426.7860000000002	439.89000000000016	0.0	142.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	6.0	2.0	14.0	2.0	4.0	5.0	3.0	7.0	6.0	2.0	0.0	1.0	1.0	1.655	88.56470000000004	0.4545454545454545	0
TIRAPAZAMINE	13.0	19.0	178.049075432	172.10299999999995	178.15099999999995	0.0	66.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	1.0	6.0	2.0	0.0	0.0	2.0	6.0	4.0	1.0	0.0	0.0	0.0	-0.9162000000000003	44.07540000000001	0.0	0
TENOXICAM	22.0	33.0	337.01909783200006	326.2940000000001	337.38199999999995	0.0	114.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	6.0	2.0	9.0	3.0	2.0	3.0	2.0	7.0	6.0	2.0	0.0	0.0	0.0	1.6425	81.68330000000003	0.07692307692307693	0
BUNAZOSIN	27.0	54.0	373.211389724	346.24100000000016	373.45700000000016	0.0	146.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	7.0	1.0	8.0	3.0	5.0	6.0	2.0	8.0	7.0	1.0	0.0	0.0	0.0	2.068	105.37240000000004	0.5263157894736842	0
LEVOCARNITINE	11.0	27.0	162.11246979209	146.08099999999996	162.20899999999997	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	0.0	4.0	4.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	-0.4718000000000007	41.159000000000006	0.8571428571428571	0
ANASTROZOLE	22.0	41.0	293.1640456080001	274.222	293.374	0.0	112.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	0.0	5.0	2.0	4.0	4.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	2.9287600000000014	82.84400000000005	0.4117647058823529	0
MOCLOBEMIDE	18.0	35.0	268.097855464	251.608	268.7439999999999	0.0	98.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	5.0	2.0	4.0	5.0	1.0	4.0	3.0	1.0	0.0	0.0	0.0	1.4019999999999997	71.04420000000003	0.4615384615384616	1
ETODOLAC	21.0	42.0	287.152143532	266.191	287.35899999999987	0.0	112.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	4.0	3.0	4.0	4.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	3.3830000000000013	81.55450000000005	0.4705882352941176	0
AMINOSALICYLIC_ACID	11.0	18.0	153.042593084	146.08099999999996	153.137	0.0	58.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	4.0	1.0	1.0	1.0	4.0	4.0	3.0	3.0	0.0	0.0	0.0	0.6726000000000001	39.4785	0.0	0
SATIGREL	25.0	44.0	337.131408088	318.22300000000007	337.375	0.0	128.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	1.0	5.0	2.0	7.0	7.0	1.0	5.0	4.0	1.0	0.0	0.0	0.0	3.8940800000000015	94.49280000000005	0.2	0
GLIPIZIDE	31.0	58.0	445.178375344	418.3290000000002	445.5450000000001	0.0	166.0	0.0	1.0	3.0	1.0	2.0	0.0	1.0	6.0	3.0	10.0	3.0	7.0	10.0	3.0	9.0	6.0	3.0	0.0	0.0	0.0	2.07812	114.97440000000003	0.42857142857142855	0
TRIAMCINOLONE_DIACETATE	34.0	65.0	478.200296172	447.26500000000016	478.51300000000015	0.0	186.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	8.0	2.0	9.0	4.0	4.0	6.0	2.0	8.0	8.0	2.0	0.0	8.0	8.0	1.7620999999999996	115.88160000000003	0.68	0
CYCLIZINE	20.0	42.0	266.17829870400004	244.212	266.38800000000003	0.0	104.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	3.0	3.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0234000000000014	83.79700000000005	0.3333333333333333	1
BREQUINAR	28.0	43.0	375.10708516000005	360.25400000000013	375.374	0.0	138.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	1.0	5.0	4.0	3.0	3.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	5.853620000000004	104.2273	0.043478260869565216	0
CYCLOPHOSPHAMIDE	14.0	29.0	260.02481971	245.96900000000002	261.089	0.0	84.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	7.0	1.0	5.0	5.0	1.0	4.0	2.0	1.0	0.0	1.0	1.0	1.884	59.19120000000004	1.0	0
CROMOLYN_SODIUM	34.0	50.0	468.0692613319999	452.2420000000003	468.3700000000002	0.0	174.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	9.0	3.0	11.0	4.0	8.0	8.0	3.0	11.0	9.0	3.0	0.0	0.0	0.0	2.1145	115.88340000000008	0.13043478260869565	0
IBANDRONATE	19.0	42.0	319.09497533599995	296.047	319.23100000000005	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	10.0	0.0	9.0	9.0	5.0	8.0	4.0	5.0	0.0	0.0	0.0	0.4999999999999996	70.67700000000002	1.0	0
ZALCITABINE	15.0	28.0	211.095691276	198.11700000000002	211.221	0.0	82.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	2.0	6.0	2.0	2.0	2.0	3.0	6.0	6.0	2.0	0.0	2.0	2.0	-0.5046000000000008	53.13920000000002	0.5555555555555556	0
DIRITHROMYCIN	58.0	136.0	834.545305176	756.462	835.0859999999999	0.0	340.0	4.0	4.0	0.0	0.0	0.0	4.0	4.0	16.0	5.0	16.0	4.0	12.0	12.0	5.0	16.0	16.0	5.0	2.0	20.0	20.0	2.201700000000009	213.5238999999992	0.9761904761904762	0
